FECHA_MAT;PROGRAMA;CANTIDAD
16-08-2022;DASP;1
16-08-2022;DFUA;1
16-08-2022;DGCE;3
16-08-2022;DSAA;1
16-08-2022;MAFM;1
16-08-2022;PMFA;2
17-08-2022;CGIE;1
17-08-2022;CRLH;1
17-08-2022;DCGE;1
17-08-2022;DCLM;1
17-08-2022;DDFU;1
17-08-2022;DGLO;1
17-08-2022;DIRN;1
17-08-2022;DPIM;1
17-08-2022;PMFA;2
18-08-2022;CGIE;1
18-08-2022;COCC;1
18-08-2022;DCEC;1
18-08-2022;DDPC;2
18-08-2022;DEMA;2
18-08-2022;DIPP;1
18-08-2022;DPRO;1
18-08-2022;DRGP;1
19-08-2022;CRMM;2
19-08-2022;DDPC;1
19-08-2022;DGLO;1
19-08-2022;DPIM;1
19-08-2022;DSAA;1
19-08-2022;MADP;2
19-08-2022;MDDE;1
19-08-2022;POPF;1
20-08-2022;CRMM;1
21-08-2022;DCAA;1
22-08-2022;CCVG;26
22-08-2022;CGIE;1
22-08-2022;CRMM;1
22-08-2022;DCAA;2
22-08-2022;DEMA;3
22-08-2022;DFUA;1
22-08-2022;DGLO;1
22-08-2022;MADP;1
22-08-2022;MFIA;1
22-08-2022;PEOG;1
22-08-2022;POPF;1
23-08-2022;CEES;1
23-08-2022;CGIE;3
23-08-2022;CRMM;1
23-08-2022;CRRF;1
23-08-2022;CTDI;1
23-08-2022;DCGE;1
23-08-2022;DFUA;1
23-08-2022;DGCE;1
23-08-2022;DLGC;1
23-08-2022;DSAA;1
24-08-2022;CGIE;1
24-08-2022;CRMM;1
24-08-2022;CRTP;1
24-08-2022;DEON;1
24-08-2022;DIRN;1
24-08-2022;DNDI;1
25-08-2022;CGIE;5
25-08-2022;CRMM;1
25-08-2022;DDPC;1
25-08-2022;DEON;1
25-08-2022;DEXS;1
25-08-2022;MADP;1
25-08-2022;MHGP;1
25-08-2022;RCME;1
26-08-2022;CGIE;1
26-08-2022;CLEE;1
26-08-2022;CRLH;3
26-08-2022;CRLR;3
26-08-2022;CRTP;3
26-08-2022;DCGE;2
26-08-2022;DEXS;1
26-08-2022;DGLO;1
26-08-2022;DPIM;1
28-08-2022;DPIM;1
29-08-2022;CGIE;3
29-08-2022;CRTP;3
29-08-2022;DCAA;1
29-08-2022;DFUA;1
29-08-2022;DIPP;4
29-08-2022;RCME;1
30-08-2022;CRLH;1
30-08-2022;DEON;1
30-08-2022;DETD;2
30-08-2022;DGLO;2
30-08-2022;DIPP;1
31-08-2022;CGIE;4
31-08-2022;CRLH;1
31-08-2022;CRMM;1
31-08-2022;CRTP;1
31-08-2022;DASP;1
31-08-2022;DCAA;1
31-08-2022;DCLM;1
31-08-2022;DEMA;1
31-08-2022;DETD;1
31-08-2022;DIPP;2
31-08-2022;PMFA;1
01-09-2022;CGIE;2
01-09-2022;CRLH;1
01-09-2022;CRLR;1
01-09-2022;CRMM;1
01-09-2022;CRTP;1
01-09-2022;DEMA;1
01-09-2022;DEXS;1
01-09-2022;DGLO;1
01-09-2022;DLGC;1
01-09-2022;RCME;1
02-09-2022;CDMS;1
02-09-2022;CGIE;1
02-09-2022;CRLR;2
02-09-2022;CRMM;1
02-09-2022;CRTP;1
02-09-2022;DEXS;1
02-09-2022;DGLO;2
03-09-2022;CRLR;1
03-09-2022;DGLO;1
04-09-2022;DETD;1
05-09-2022;CGIE;4
05-09-2022;CIVA;1
05-09-2022;CRLH;2
05-09-2022;CRMM;2
05-09-2022;DASP;2
05-09-2022;DCGE;2
05-09-2022;DDPC;1
05-09-2022;DEGP;1
05-09-2022;DEMA;1
05-09-2022;DEXS;1
05-09-2022;RCME;1
06-09-2022;CGIE;4
06-09-2022;CRLH;1
06-09-2022;CRLR;2
06-09-2022;CRTP;4
06-09-2022;DBDS;2
06-09-2022;DCOR;1
06-09-2022;DEGP;1
07-09-2022;CGIE;1
07-09-2022;DDPC;1
08-09-2022;CGIE;3
08-09-2022;CRLR;1
08-09-2022;CRMM;1
08-09-2022;DASP;1
08-09-2022;DEON;1
08-09-2022;DGLO;1
08-09-2022;DGRC;1
08-09-2022;DLGC;1
08-09-2022;DRGP;1
09-09-2022;CGIE;1
09-09-2022;DCLM;1
09-09-2022;DEGP;1
09-09-2022;DEMA;1
09-09-2022;DGLO;1
10-09-2022;CRMM;1
11-09-2022;CRLH;1
11-09-2022;DEMA;1
12-09-2022;CCEX;1
12-09-2022;CRLH;2
12-09-2022;CRMM;1
12-09-2022;DAAG;1
12-09-2022;DEMA;1
12-09-2022;DGRC;1
12-09-2022;DSAA;1
13-09-2022;CRLH;1
13-09-2022;CRLR;1
13-09-2022;CRMM;3
13-09-2022;CRTP;2
13-09-2022;DGLO;1
13-09-2022;DIQP;1
14-09-2022;CRLH;1
14-09-2022;DCOR;1
14-09-2022;DSAA;5
14-09-2022;MHGP;1
15-09-2022;CRLR;1
15-09-2022;CRMM;1
15-09-2022;CRTP;1
15-09-2022;CTDC;1
15-09-2022;DASP;1
15-09-2022;DEMA;1
15-09-2022;DERS;1
15-09-2022;DEXS;1
15-09-2022;DGRC;1
20-09-2022;CRLR;1
20-09-2022;DCLM;1
21-09-2022;CRTP;2
21-09-2022;DERS;1
21-09-2022;DRGP;1
21-09-2022;EPRS;1
22-09-2022;CRLH;1
22-09-2022;CRLR;1
22-09-2022;CRMM;1
22-09-2022;CRTP;1
22-09-2022;DCGE;1
22-09-2022;DCLM;1
22-09-2022;DEMA;1
22-09-2022;DERO;1
22-09-2022;DIQP;1
23-09-2022;CPOC;1
23-09-2022;CRTP;2
23-09-2022;DCGE;1
23-09-2022;DEMA;1
23-09-2022;DIQP;2
23-09-2022;DLEE;1
23-09-2022;DSAA;1
23-09-2022;ECNE;1
25-09-2022;CRTP;1
26-09-2022;CGIE;1
26-09-2022;CRLH;1
26-09-2022;CRMM;3
26-09-2022;DCGE;1
26-09-2022;DEMA;1
26-09-2022;DERO;2
26-09-2022;DEXS;1
26-09-2022;DIRN;13
26-09-2022;DLEE;1
26-09-2022;DODP;1
27-09-2022;CRLH;2
27-09-2022;CRMM;1
27-09-2022;CRTP;3
27-09-2022;DERS;1
27-09-2022;DGLO;1
27-09-2022;DIQP;1
27-09-2022;DSAA;1
28-09-2022;CGIE;1
28-09-2022;CRLR;1
28-09-2022;CRMM;1
28-09-2022;CROE;10
28-09-2022;CRTP;3
28-09-2022;DCGE;1
28-09-2022;DCLM;1
28-09-2022;DEMA;5
28-09-2022;DERO;1
28-09-2022;DIQP;1
28-09-2022;DOPI;1
28-09-2022;EMHM;2
29-09-2022;CGIE;2
29-09-2022;CRLH;1
29-09-2022;CRLR;1
29-09-2022;CRMM;7
29-09-2022;CRTP;5
29-09-2022;DEXS;1
29-09-2022;DIRN;1
29-09-2022;DLEE;1
29-09-2022;DOPI;1
30-09-2022;CLMA;1
30-09-2022;CRLR;1
30-09-2022;CRMM;5
30-09-2022;CRTP;2
30-09-2022;DEGP;1
30-09-2022;DEMA;2
30-09-2022;DIQP;1
30-09-2022;DLEE;1
30-09-2022;MAIN;8
02-10-2022;DODP;1
03-10-2022;DCPA;1
03-10-2022;DRGP;1
03-10-2022;DSCE;1
03-10-2022;EMCT;1
03-10-2022;EPRC;1
03-10-2022;MAIN;1
03-10-2022;MDTR;1
04-10-2022;CRLH;1
04-10-2022;CTMI;1
04-10-2022;DIQP;1
04-10-2022;DOPI;1
04-10-2022;DSMP;1
04-10-2022;EMOM;1
04-10-2022;PEOG;1
05-10-2022;CRLH;1
05-10-2022;CRLR;1
05-10-2022;DCPA;1
05-10-2022;DERA;2
05-10-2022;DLEE;1
05-10-2022;PEOG;1
06-10-2022;DCGE;1
06-10-2022;DCPA;1
06-10-2022;DEGP;1
06-10-2022;DERS;1
06-10-2022;DLEE;2
06-10-2022;EPFR;1
06-10-2022;PEOG;1
07-10-2022;CPEU;1
07-10-2022;CRLH;2
07-10-2022;DCPA;1
07-10-2022;DEMA;1
07-10-2022;DERO;2
07-10-2022;DPEN;1
07-10-2022;EMCM;1
07-10-2022;MAIN;1
07-10-2022;MDTR;1
07-10-2022;MNPP;1
07-10-2022;PEOG;1
08-10-2022;CDMS;1
08-10-2022;DERA;1
08-10-2022;DOPI;1
08-10-2022;DPEN;1
09-10-2022;CRLH;1
10-10-2022;DGLD;1
11-10-2022;CRLH;1
11-10-2022;CTMI;1
11-10-2022;DCPA;3
11-10-2022;DEGP;1
11-10-2022;DERO;1
11-10-2022;EMOM;1
12-10-2022;CRLH;2
12-10-2022;CRLR;2
12-10-2022;DCPA;3
12-10-2022;DERA;1
12-10-2022;DEXS;1
12-10-2022;DOPI;1
12-10-2022;PEOG;1
13-10-2022;CRLH;2
13-10-2022;DCPA;2
13-10-2022;DDUC;1
13-10-2022;DERA;2
13-10-2022;DERS;1
13-10-2022;DOPI;1
13-10-2022;PEOG;1
14-10-2022;CDMS;1
14-10-2022;CRLH;1
14-10-2022;DCPA;1
14-10-2022;DERS;1
14-10-2022;MEMG;1
17-10-2022;CDMS;2
17-10-2022;CTMI;1
17-10-2022;CTPT;1
17-10-2022;CTTM;1
17-10-2022;DASP;1
17-10-2022;DNEO;1
17-10-2022;EOOP;4
17-10-2022;EOTT;1
17-10-2022;EPTU;1
17-10-2022;MAIN;1
17-10-2022;PEOG;1
18-10-2022;CRLH;2
18-10-2022;EOOP;3
19-10-2022;CTMI;1
19-10-2022;DERO;1
19-10-2022;DPSM;1
19-10-2022;DSMP;1
19-10-2022;EOTT;1
20-10-2022;CDMS;1
20-10-2022;CRLH;3
20-10-2022;CRLR;1
20-10-2022;CTTM;1
20-10-2022;DCPA;1
20-10-2022;DDSC;1
20-10-2022;DERA;2
20-10-2022;DERO;1
20-10-2022;DMFD;1
20-10-2022;DOPI;1
20-10-2022;DPEN;3
20-10-2022;EOTT;1
20-10-2022;EPTR;1
20-10-2022;PEOG;1
21-10-2022;DDSC;1
21-10-2022;DERA;1
21-10-2022;DERO;2
21-10-2022;DIRN;1
21-10-2022;DOPI;1
21-10-2022;DSMP;1
21-10-2022;EOOP;1
24-10-2022;CRLH;2
24-10-2022;CRLR;1
24-10-2022;CTEX;2
24-10-2022;CTMC;5
24-10-2022;CTPT;1
24-10-2022;DCPA;1
24-10-2022;DPEN;1
24-10-2022;MHGP;1
24-10-2022;PEOG;1
25-10-2022;CRLH;1
25-10-2022;CRLR;2
25-10-2022;CTMC;5
25-10-2022;CTMI;1
25-10-2022;DCPA;1
25-10-2022;DOPI;1
25-10-2022;DPAD;1
25-10-2022;DPEN;1
25-10-2022;EOPE;1
25-10-2022;MDTR;1
26-10-2022;CRLH;1
26-10-2022;DCPA;1
26-10-2022;DIOD;1
26-10-2022;DOPI;1
26-10-2022;DSCE;1
26-10-2022;EOEN;1
27-10-2022;CRLH;1
27-10-2022;CRLR;1
27-10-2022;EMCP;1
27-10-2022;EMCT;1
27-10-2022;EOEN;1
27-10-2022;EOIM;1
27-10-2022;EOPE;2
27-10-2022;PEOG;1
28-10-2022;DCPA;1
28-10-2022;DOPI;1
28-10-2022;EMOM;1
28-10-2022;EOEN;2
28-10-2022;EOPE;2
28-10-2022;EOTT;1
29-10-2022;CRLR;1
29-10-2022;DCPA;1
29-10-2022;DERO;1
31-10-2022;EOEN;1
01-11-2022;DAAG;1
02-11-2022;CRLH;2
02-11-2022;CRLR;4
02-11-2022;DDSC;1
02-11-2022;EOEN;4
02-11-2022;EOPE;3
02-11-2022;MDTR;1
03-11-2022;CCVG;1
03-11-2022;CRLH;4
03-11-2022;CRLR;6
03-11-2022;DCPA;1
03-11-2022;DESU;1
03-11-2022;DMTT;1
03-11-2022;DPAD;1
03-11-2022;EOCM;1
03-11-2022;EOEN;1
04-11-2022;DCPA;1
04-11-2022;DERO;2
04-11-2022;DERS;1
04-11-2022;DODP;1
04-11-2022;DPAD;1
04-11-2022;EOCM;1
04-11-2022;EOEN;1
04-11-2022;EORO;8
04-11-2022;EOTT;1
06-11-2022;DDSC;1
07-11-2022;CRLR;1
07-11-2022;DIND;1
07-11-2022;EOCM;1
07-11-2022;EORO;1
07-11-2022;MHGP;1
07-11-2022;PEPA;1
08-11-2022;CPME;1
08-11-2022;DERS;1
08-11-2022;DGGE;1
08-11-2022;DIND;1
08-11-2022;DODP;1
08-11-2022;DPAD;1
08-11-2022;ECAN;1
08-11-2022;EOCM;1
08-11-2022;EORO;1
09-11-2022;DCPA;1
09-11-2022;DSCE;1
09-11-2022;EOIO;1
09-11-2022;EOOR;1
09-11-2022;MDDE;1
10-11-2022;DCPA;1
10-11-2022;DDSC;1
10-11-2022;DIQP;1
10-11-2022;DODP;1
10-11-2022;DPEN;1
10-11-2022;ECIG;1
10-11-2022;EOIO;3
10-11-2022;EOOR;1
10-11-2022;MFIA;1
10-11-2022;MTEM;1
11-11-2022;DERO;1
11-11-2022;DERS;1
11-11-2022;DIOD;1
11-11-2022;DIQP;2
11-11-2022;DOPI;1
11-11-2022;EOIO;6
11-11-2022;EOOR;3
11-11-2022;MEMG;1
11-11-2022;MTEM;2
11-11-2022;PEOG;1
12-11-2022;DPEN;1
13-11-2022;DERS;1
14-11-2022;DCPA;1
14-11-2022;DEXS;1
14-11-2022;DIND;1
14-11-2022;DIOD;1
14-11-2022;DIQP;1
14-11-2022;MESP;1
14-11-2022;MFIA;1
15-11-2022;DCPA;2
15-11-2022;DDSC;1
15-11-2022;DIOD;1
15-11-2022;DLIP;1
15-11-2022;DPEN;1
15-11-2022;EOOR;1
16-11-2022;CPME;1
16-11-2022;DCAA;1
16-11-2022;DCPA;2
16-11-2022;DDIN;1
16-11-2022;DERA;1
16-11-2022;DIQP;1
16-11-2022;ECIG;1
16-11-2022;EPCG;1
16-11-2022;MDAD;1
17-11-2022;CTDC;1
17-11-2022;DDEP;1
17-11-2022;DDLE;1
17-11-2022;DKAD;1
17-11-2022;DOPI;3
17-11-2022;EOTT;1
17-11-2022;EPAQ;1
17-11-2022;MDDE;1
18-11-2022;CPME;1
18-11-2022;CTDC;2
18-11-2022;DCPA;1
18-11-2022;DERA;1
18-11-2022;DERS;1
18-11-2022;DIQP;2
18-11-2022;DKAD;1
18-11-2022;DOPI;1
18-11-2022;EPAQ;1
18-11-2022;MAFM;1
18-11-2022;PEOG;1
21-11-2022;CCVG;1
21-11-2022;DIQP;1
21-11-2022;DOCM;1
21-11-2022;DOPI;2
21-11-2022;EOEN;1
21-11-2022;MDAD;2
21-11-2022;MDRC;1
21-11-2022;MDTR;1
21-11-2022;PEOG;1
22-11-2022;CCVG;1
22-11-2022;DDEP;1
22-11-2022;DODP;1
22-11-2022;MPSP;1
23-11-2022;DIQP;1
24-11-2022;DCPA;1
24-11-2022;DERA;1
24-11-2022;DOPI;1
24-11-2022;EOIM;1
24-11-2022;MEDU;1
24-11-2022;MTEM;1
25-11-2022;DCPA;3
25-11-2022;DDEP;1
25-11-2022;DDIN;1
25-11-2022;DERS;1
25-11-2022;DESP;1
25-11-2022;DIQP;1
25-11-2022;DODP;1
25-11-2022;DPPC;1
25-11-2022;MAGS;2
25-11-2022;MDAD;1
25-11-2022;MEMG;1
25-11-2022;MTEM;1
25-11-2022;POPF;1
26-11-2022;DCPA;1
26-11-2022;DDUC;1
26-11-2022;DESU;1
26-11-2022;DIQP;1
27-11-2022;MDTR;1
28-11-2022;DCPA;2
28-11-2022;DDSC;2
28-11-2022;DEON;1
28-11-2022;DERA;1
28-11-2022;DERO;1
28-11-2022;DGCE;1
28-11-2022;EOPE;1
29-11-2022;DCPA;3
29-11-2022;DECC;1
29-11-2022;DISI;1
29-11-2022;DPEN;1
29-11-2022;DPPC;1
29-11-2022;DSCE;1
29-11-2022;ECNE;1
29-11-2022;MAGS;1
29-11-2022;MTEM;1
30-11-2022;DCPA;1
30-11-2022;DDSC;1
30-11-2022;DESP;1
30-11-2022;DIQP;1
30-11-2022;DPPC;1
30-11-2022;MDTR;1
30-11-2022;MPSP;1
30-11-2022;MTEM;1
30-11-2022;PEOG;2
01-12-2022;CPAL;4
01-12-2022;DCPA;2
01-12-2022;DDLE;1
01-12-2022;DEON;1
01-12-2022;DERA;1
01-12-2022;DERO;1
01-12-2022;DESP;1
01-12-2022;DGGE;1
01-12-2022;DMCE;1
01-12-2022;MAFM;1
01-12-2022;MDAD;1
01-12-2022;PEOG;1
02-12-2022;DCPA;1
02-12-2022;DDSC;1
02-12-2022;DERO;2
02-12-2022;DERS;1
02-12-2022;DESU;1
02-12-2022;DMTT;1
02-12-2022;DODP;1
02-12-2022;DOPI;2
02-12-2022;DPAD;1
02-12-2022;EOIM;1
02-12-2022;MDAD;1
02-12-2022;PEOG;1
03-12-2022;MPSP;1
04-12-2022;DTCG;1
04-12-2022;MNPP;1
05-12-2022;DCKR;1
05-12-2022;DERO;1
05-12-2022;DKAD;1
05-12-2022;DOPI;1
05-12-2022;MDAD;1
05-12-2022;MDDE;1
05-12-2022;MESP;1
05-12-2022;POPF;1
06-12-2022;DDIN;1
06-12-2022;DERA;2
06-12-2022;DFEM;1
06-12-2022;DIQP;1
06-12-2022;DOPI;2
06-12-2022;EMCR;1
06-12-2022;MDAD;1
06-12-2022;MDTR;1
07-12-2022;DERO;2
07-12-2022;DFEM;1
07-12-2022;EPAQ;1
07-12-2022;PEOG;1
08-12-2022;DGCE;1
08-12-2022;DMOR;1
09-12-2022;DCAA;1
09-12-2022;DESU;1
09-12-2022;DEXS;1
09-12-2022;DKAD;1
09-12-2022;DSCE;1
09-12-2022;MEMG;1
10-12-2022;DDPC;1
12-12-2022;CPME;1
12-12-2022;DCPA;2
12-12-2022;DESU;1
12-12-2022;DGCE;1
12-12-2022;DRGP;1
12-12-2022;DSCE;1
12-12-2022;MESP;1
13-12-2022;DEXS;1
13-12-2022;DIQP;1
13-12-2022;DMCE;1
13-12-2022;MDGE;1
13-12-2022;MEMG;1
13-12-2022;MEPI;1
14-12-2022;CLLD;9
14-12-2022;DDDD;1
14-12-2022;DERO;1
14-12-2022;DGPI;1
14-12-2022;DMCE;1
14-12-2022;MAGS;1
14-12-2022;MESP;1
14-12-2022;MPSP;1
14-12-2022;PMFA;1
15-12-2022;CEEX;1
15-12-2022;CLSV;8
15-12-2022;DCPA;1
15-12-2022;DIQP;1
15-12-2022;DKAD;1
15-12-2022;DMCE;1
15-12-2022;DPSM;1
15-12-2022;MADP;1
15-12-2022;PEOG;1
16-12-2022;CLSV;1
16-12-2022;DDSC;1
16-12-2022;DOPI;2
16-12-2022;EOIM;1
17-12-2022;DERO;1
17-12-2022;DMCE;1
19-12-2022;CISE;9
19-12-2022;DEXS;1
19-12-2022;DFEM;1
19-12-2022;DGCU;1
19-12-2022;DIQP;1
19-12-2022;DMOR;1
19-12-2022;EPAH;1
20-12-2022;CAPA;15
20-12-2022;CBPE;1
20-12-2022;CDCC;1
20-12-2022;CRLH;1
20-12-2022;DCPA;1
20-12-2022;DDCO;1
20-12-2022;DERO;1
20-12-2022;DFEM;1
20-12-2022;DIQP;3
20-12-2022;DMTT;1
20-12-2022;DODP;1
20-12-2022;DOPI;1
20-12-2022;DPPC;1
20-12-2022;DSGP;1
20-12-2022;EOIM;1
20-12-2022;EOTT;1
20-12-2022;MADP;1
20-12-2022;MDAD;1
20-12-2022;MEPI;2
20-12-2022;MESP;1
20-12-2022;MTEM;1
21-12-2022;CAPA;12
21-12-2022;DCPA;2
21-12-2022;DDLE;1
21-12-2022;EOOR;1
21-12-2022;MDAD;1
22-12-2022;CCSO;2
22-12-2022;DDEP;1
22-12-2022;EOOR;1
22-12-2022;MDGE;1
23-12-2022;CACL;1
23-12-2022;CCSO;2
23-12-2022;DCAA;1
23-12-2022;DDEP;1
23-12-2022;DEST;1
23-12-2022;DKAD;1
23-12-2022;DMOR;1
23-12-2022;DRET;1
23-12-2022;MDDE;1
23-12-2022;MEMG;1
23-12-2022;PEOG;1
26-12-2022;CCSO;15
26-12-2022;DBPE;1
26-12-2022;DDIN;2
26-12-2022;DFUT;2
26-12-2022;DIFI;1
26-12-2022;DIND;1
26-12-2022;DIQP;1
26-12-2022;DODP;1
26-12-2022;DPEN;1
26-12-2022;MEDU;1
26-12-2022;MEPI;1
26-12-2022;MPSP;1
26-12-2022;PEOG;1
27-12-2022;DIQP;3
27-12-2022;MDGE;1
27-12-2022;MDPE;2
27-12-2022;MEDU;1
27-12-2022;PMEM;1
28-12-2022;DGGE;1
28-12-2022;DIQP;1
28-12-2022;DKAD;1
28-12-2022;DOPI;1
28-12-2022;DPPE;1
28-12-2022;DSCE;1
28-12-2022;EOPE;1
28-12-2022;MADP;2
28-12-2022;MDAD;2
28-12-2022;MEDU;1
28-12-2022;MPSP;3
28-12-2022;MSCF;1
28-12-2022;MTEM;1
28-12-2022;PMEM;1
29-12-2022;CACL;1
29-12-2022;CBAL;26
29-12-2022;CCSO;1
29-12-2022;CGIE;1
29-12-2022;CPAL;18
29-12-2022;DBPE;1
29-12-2022;DCPA;2
29-12-2022;DECC;1
29-12-2022;DGGE;1
29-12-2022;DIQP;1
29-12-2022;DMTT;1
29-12-2022;DODP;1
29-12-2022;DOPI;2
29-12-2022;MADP;1
29-12-2022;MAEC;1
29-12-2022;MDAD;1
29-12-2022;MDTR;1
29-12-2022;MEMG;1
29-12-2022;MSCF;3
29-12-2022;MSCM;3
30-12-2022;CACL;19
30-12-2022;CBPE;1
30-12-2022;CPAL;10
30-12-2022;DAAG;1
30-12-2022;DCKR;1
30-12-2022;DCPA;1
30-12-2022;DDEP;1
30-12-2022;DERO;1
30-12-2022;DERS;1
30-12-2022;DIFI;1
30-12-2022;DISI;1
30-12-2022;DMCE;1
30-12-2022;DODP;1
30-12-2022;DOIA;1
30-12-2022;DOPI;1
30-12-2022;EOOR;1
30-12-2022;MDAD;1
30-12-2022;MDTR;1
30-12-2022;MEMG;1
30-12-2022;MPSP;1
02-01-2023;MDGE;1
03-01-2023;CACL;3
03-01-2023;CBPE;2
03-01-2023;CPAE;1
03-01-2023;CPAL;2
03-01-2023;DCAA;1
03-01-2023;DERO;1
03-01-2023;DERS;1
03-01-2023;DFUT;1
03-01-2023;DIQP;1
03-01-2023;DKAD;1
03-01-2023;DMCE;2
03-01-2023;DSMP;1
03-01-2023;EORO;1
03-01-2023;MDDE;1
03-01-2023;MDPE;1
03-01-2023;MDTR;1
03-01-2023;PEOG;1
04-01-2023;CACL;1
04-01-2023;CAPA;1
04-01-2023;CBAL;1
04-01-2023;DCAA;1
04-01-2023;DCPA;4
04-01-2023;DDEP;1
04-01-2023;DIQP;1
04-01-2023;DISI;1
04-01-2023;DKAD;2
04-01-2023;DOPI;2
04-01-2023;MDAD;1
04-01-2023;MSCM;1
04-01-2023;PMEM;1
05-01-2023;CACL;5
05-01-2023;CANP;2
05-01-2023;CAPA;1
05-01-2023;CLSV;1
05-01-2023;DCPA;4
05-01-2023;DEON;1
05-01-2023;DGGE;1
05-01-2023;DIND;1
05-01-2023;DMTT;1
05-01-2023;DSMP;1
05-01-2023;EOCM;1
05-01-2023;EOEN;1
05-01-2023;MDDE;1
05-01-2023;MTEM;1
06-01-2023;CANP;1
06-01-2023;CBAL;1
06-01-2023;DCPA;2
06-01-2023;DDPC;1
06-01-2023;DERA;1
06-01-2023;DERO;1
06-01-2023;DIFI;1
06-01-2023;DSMP;1
06-01-2023;MAGS;1
06-01-2023;MDFI;1
06-01-2023;MDRC;1
06-01-2023;MEDU;1
06-01-2023;MPSP;1
06-01-2023;PGPC;1
07-01-2023;DERO;1
09-01-2023;CACL;1
09-01-2023;CANP;1
09-01-2023;CBPE;1
09-01-2023;DCEC;1
09-01-2023;DCPA;1
09-01-2023;DERO;1
09-01-2023;DEXS;1
09-01-2023;DGCE;3
09-01-2023;DGGE;1
09-01-2023;DIOD;1
09-01-2023;DIQP;3
09-01-2023;DMCE;2
09-01-2023;DRGP;1
09-01-2023;DRNA;1
09-01-2023;EOIM;1
10-01-2023;CACL;3
10-01-2023;CBPE;1
10-01-2023;CPAE;2
10-01-2023;DCPA;2
10-01-2023;DDEP;1
10-01-2023;DGGE;1
10-01-2023;DIND;1
10-01-2023;DMCE;1
10-01-2023;MSCF;1
10-01-2023;MSCM;1
10-01-2023;PEOG;1
11-01-2023;CACL;6
11-01-2023;CPAL;1
11-01-2023;DCKR;1
11-01-2023;DCPA;1
11-01-2023;DERA;1
11-01-2023;DESP;1
11-01-2023;DESU;1
11-01-2023;DEXS;1
11-01-2023;DFKM;1
11-01-2023;DFNF;1
11-01-2023;DIND;1
11-01-2023;DIQP;1
11-01-2023;DKAD;1
11-01-2023;DMCE;2
11-01-2023;DPEN;1
11-01-2023;DPPC;1
11-01-2023;DSMP;1
11-01-2023;DTCG;1
11-01-2023;MPSP;1
11-01-2023;MSCF;1
11-01-2023;MTEM;1
11-01-2023;PEOG;1
11-01-2023;PMEM;1
12-01-2023;CACL;2
12-01-2023;DCPA;1
12-01-2023;DETR;1
12-01-2023;DFKM;1
12-01-2023;DFUT;1
12-01-2023;DIQP;1
12-01-2023;DMCE;1
12-01-2023;DOPI;1
12-01-2023;MAEC;1
12-01-2023;MDAD;1
12-01-2023;MEDU;1
12-01-2023;MEPI;1
12-01-2023;MSCM;1
13-01-2023;CBPE;1
13-01-2023;CTTM;3
13-01-2023;DCPA;1
13-01-2023;DDFU;1
13-01-2023;DDSC;1
13-01-2023;DEON;1
13-01-2023;DERS;1
13-01-2023;DESG;1
13-01-2023;DFKM;1
13-01-2023;DORE;1
13-01-2023;DPEN;1
13-01-2023;EMAN;4
13-01-2023;EMCG;1
13-01-2023;MDPE;1
13-01-2023;MNPP;1
14-01-2023;CPAE;1
14-01-2023;DCPA;1
14-01-2023;DFEM;1
14-01-2023;DGGE;1
14-01-2023;DMOR;1
15-01-2023;DCPA;1
15-01-2023;DMTT;1
15-01-2023;MEDU;1
16-01-2023;CACL;2
16-01-2023;CBPE;1
16-01-2023;CRCJ;1
16-01-2023;CTPT;1
16-01-2023;CTTM;1
16-01-2023;DCPA;2
16-01-2023;DFNF;1
16-01-2023;DIFI;1
16-01-2023;DIND;1
16-01-2023;DISI;1
16-01-2023;EMAN;1
16-01-2023;EMMI;2
16-01-2023;EMNE;2
16-01-2023;EMOT;1
16-01-2023;EOCM;1
16-01-2023;MDDE;1
16-01-2023;MDGE;1
16-01-2023;MHGP;1
16-01-2023;MNPP;1
17-01-2023;CACL;5
17-01-2023;CTTM;1
17-01-2023;DCPA;2
17-01-2023;DDPC;1
17-01-2023;DDSC;1
17-01-2023;DGGE;1
17-01-2023;DHUN;1
17-01-2023;DIQP;1
17-01-2023;DODP;1
17-01-2023;DOPI;2
17-01-2023;DSMP;1
17-01-2023;DTCG;1
17-01-2023;EMFL;1
17-01-2023;EMMI;1
17-01-2023;EMOT;1
17-01-2023;EMPE;1
17-01-2023;EMRA;2
18-01-2023;CACL;1
18-01-2023;CPOC;1
18-01-2023;DDFA;1
18-01-2023;DDSC;1
18-01-2023;DEBE;1
18-01-2023;DGCE;1
18-01-2023;DIND;1
18-01-2023;DKAD;1
18-01-2023;MDPE;1
18-01-2023;MESP;5
19-01-2023;CPAE;1
19-01-2023;DCPA;1
19-01-2023;DERA;1
19-01-2023;DFKM;1
19-01-2023;DFUT;1
19-01-2023;DSCE;1
19-01-2023;EMMI;1
19-01-2023;MAGS;1
19-01-2023;MDAD;1
19-01-2023;MESP;2
19-01-2023;MTEM;1
19-01-2023;POPF;1
20-01-2023;CACL;1
20-01-2023;CBAL;1
20-01-2023;CTPT;1
20-01-2023;DCPA;2
20-01-2023;DDPC;1
20-01-2023;DEBE;3
20-01-2023;DERA;1
20-01-2023;DEXS;2
20-01-2023;DGCE;1
20-01-2023;DSCE;1
20-01-2023;MESP;3
20-01-2023;PFIL;1
21-01-2023;CTTM;1
21-01-2023;DDPC;1
22-01-2023;DESU;1
22-01-2023;DPAD;1
